CODGEO,LIBGEO,APL_MEDECINS,Pop_standardisee,CLASSE_ACCESSIBILITE
2B353,Ville-di-Pietrabugno,2.59,3545.984,Faible
2B354,Vivario,0.57,489.788,Très faible
2B355,Volpajola,4.302,361.422,Très élevée
2B356,Zalana,0.0,183.887,Très faible
2B361,Zilia,1.892,315.24,Très faible
2B364,Zuani,0.0,46.135,Très faible
2B365,San-Gavino-di-Fiumorbo,2.159,119.115,Faible
2B366,Chisa,0.0,134.264,Très faible
30001,Aigaliers,2.878,554.622,Moyenne
30002,Aigremont,3.648,764.582,Élevée
30003,Aigues-Mortes,3.612,9149.268,Élevée
30004,Aigues-Vives,5.11,3377.045,Très élevée
30005,Aiguèze,1.32,221.804,Très faible
30006,Aimargues,5.611,5500.268,Très élevée
30007,Alès,3.562,46106.478,Élevée
30008,Allègre-les-Fumades,2.637,1025.271,Moyenne
30009,Alzon,0.21,197.307,Très faible
30010,Anduze,2.977,3736.027,Moyenne
30011,Les Angles,3.68,9404.625,Élevée
30012,Aramon,4.09,4251.068,Très élevée
30013,Argilliers,4.017,429.568,Très élevée
30014,Arpaillargues-et-Aureillac,4.448,1093.621,Très élevée
30015,Arphy,2.525,157.516,Faible
30016,Arre,2.735,274.433,Moyenne
30017,Arrigas,1.682,231.353,Très faible
30018,Aspères,2.132,554.314,Faible
30019,Aubais,4.007,3016.504,Très élevée
30020,Aubord,3.472,2303.859,Élevée
30021,Aubussargues,3.719,330.054,Élevée
30022,Aujac,1.12,189.794,Très faible
30023,Aujargues,3.134,832.442,Moyenne
30024,Aulas,3.579,472.129,Élevée
30025,Aumessas,1.682,283.043,Très faible
30026,Avèze,3.788,1145.411,Élevée
30027,Bagard,4.025,2741.41,Très élevée
30028,Bagnols-sur-Cèze,2.774,18960.883,Moyenne
30029,Barjac,2.928,1809.82,Moyenne
30030,Baron,2.514,355.647,Faible
30031,La Bastide-d'Engras,2.194,235.902,Faible
30032,Beaucaire,2.585,15845.627,Faible
30033,Beauvoisin,2.91,5266.384,Moyenne
30034,Bellegarde,3.626,7463.453,Élevée
30035,Belvézet,1.495,267.277,Très faible
30036,Bernis,3.524,3477.225,Élevée
30037,Bessèges,4.555,3159.389,Très élevée
30038,Bez-et-Esparon,2.735,355.908,Moyenne
30039,Bezouce,4.395,2358.818,Très élevée
30040,Blandas,0.0,141.931,Très faible
30041,Blauzac,3.756,1236.575,Élevée
30042,Boisset-et-Gaujac,2.795,2671.977,Moyenne
30043,Boissières,4.177,598.444,Très élevée
30044,Bonnevaux,0.0,88.261,Très faible
30045,Bordezac,2.289,428.928,Faible
30046,Boucoiran-et-Nozières,3.473,949.926,Élevée
30047,Bouillargues,4.422,6382.038,Très élevée
30048,Bouquet,0.71,207.336,Très faible
30049,Bourdic,4.058,361.856,Très élevée
30050,Bragassargues,4.365,174.171,Très élevée
30051,Branoux-les-Taillades,2.639,1430.222,Moyenne
30052,Bréau-Mars,3.579,684.555,Élevée
30053,Brignon,3.002,751.639,Moyenne
30054,Brouzet-lès-Quissac,4.586,298.76,Très élevée
30055,Brouzet-lès-Alès,0.981,693.673,Très faible
30056,La Bruguière,2.508,344.315,Faible
30057,Cabrières,2.913,1768.083,Moyenne
30058,La Cadière-et-Cambo,5.504,237.459,Très élevée
30059,Le Cailar,4.002,2589.688,Très élevée
30060,Caissargues,5.065,4310.258,Très élevée
30061,La Calmette,3.711,2536.962,Élevée
30062,Calvisson,4.048,5998.567,Très élevée
30064,Campestre-et-Luc,0.0,165.78,Très faible
30065,Canaules-et-Argentières,4.29,493.91,Très élevée
30066,Cannes-et-Clairan,3.406,576.723,Élevée
30067,La Capelle-et-Masmolène,2.613,436.558,Moyenne
30068,Cardet,2.988,930.438,Moyenne
30069,Carnas,3.153,529.004,Moyenne
30070,Carsan,2.022,775.204,Faible
30071,Cassagnoles,2.855,428.37,Moyenne
30072,Castelnau-Valence,3.4,460.135,Élevée
30073,Castillon-du-Gard,3.658,1718.618,Élevée
30074,Causse-Bégon,0.797,26.363,Très faible
30075,Caveirac,2.87,4610.787,Moyenne
30076,Cavillargues,2.573,911.972,Faible
30077,Cendras,3.344,1814.444,Élevée
30079,Chambon,4.358,293.363,Très élevée
30080,Chamborigaud,3.36,978.715,Élevée
30081,Chusclan,2.316,1038.031,Faible
30082,Clarensac,3.18,4205.985,Moyenne
30083,Codognan,5.488,2481.084,Très élevée
30084,Codolet,2.017,587.253,Faible
30085,Collias,3.251,1090.263,Élevée
30086,Collorgues,4.072,642.747,Très élevée
30087,Colognac,0.0,248.464,Très faible
30088,Combas,3.007,717.724,Moyenne
30089,Comps,4.198,1696.758,Très élevée
30090,Concoules,4.218,288.219,Très élevée
30091,Congénies,3.911,1663.73,Très élevée
30092,Connaux,2.834,1742.261,Moyenne
30093,Conqueyrac,5.029,115.388,Très élevée
30094,Corbès,3.458,152.596,Élevée
30095,Corconne,5.492,667.298,Très élevée
30096,Cornillon,3.45,1000.325,Élevée
30097,Courry,3.799,320.007,Élevée
30098,Crespian,2.868,437.646,Moyenne
30099,Cros,2.346,276.86,Faible
30100,Cruviers-Lascours,2.595,678.839,Faible
30101,Deaux,2.339,656.732,Faible
30102,Dions,3.727,558.105,Élevée
30103,Domazan,2.531,933.976,Faible
30104,Domessargues,2.792,721.958,Moyenne
30105,Dourbies,0.0,160.987,Très faible
30106,Durfort-et-Saint-Martin-de-Sossenac,4.511,781.909,Très élevée
30107,Estézargues,2.963,585.756,Moyenne
30108,L'Estréchure,0.956,170.894,Très faible
30109,Euzet,1.213,483.264,Très faible
30110,Flaux,3.328,368.126,Élevée
30111,Foissac,3.135,447.893,Moyenne
30112,Fons,3.336,1731.335,Élevée
30113,Fons-sur-Lussan,0.879,265.352,Très faible
30114,Fontanès,3.08,688.488,Moyenne
30115,Fontarèches,2.462,268,Faible
30116,Fournès,4.016,1023.272,Très élevée
30117,Fourques,4.74,2796.776,Très élevée
30119,Fressac,3.519,175.897,Élevée
30120,Gagnières,4.267,1194.137,Très élevée
30121,Gailhan,3.714,273.949,Élevée
30122,Gajan,3.309,715.211,Élevée
30123,Gallargues-le-Montueux,5.632,3496.664,Très élevée
30124,Le Garn,0.558,242.762,Très faible
30125,Garons,4.058,5018.335,Très élevée
30126,Garrigues-Sainte-Eulalie,3.981,778.594,Très élevée
30127,Gaujac,2.055,1040.1,Faible
30128,Générac,3.011,3995.432,Moyenne
30129,Générargues,2.273,728.511,Faible
30130,Génolhac,2.24,926.355,Faible
30131,Goudargues,3.481,1187.747,Élevée
30132,La Grand-Combe,3.123,5211.503,Moyenne
30133,Le Grau-du-Roi,3.676,10014.073,Élevée
30134,Issirac,0.187,309.057,Très faible
30135,Jonquières-Saint-Vincent,2.857,3770.661,Moyenne
30136,Junas,3.084,1148.387,Moyenne
30137,Lamelouze,0.054,151.059,Très faible
30138,Langlade,3.294,2356.835,Élevée
30139,Lanuéjols,2.999,364.5,Moyenne
30140,Lasalle,0.654,1271.614,Très faible
30141,Laudun-l'Ardoise,2.532,6299.295,Faible
30142,Laval-Pradel,2.538,1145.308,Faible
30143,Laval-Saint-Roman,1.032,227.059,Très faible
30144,Lecques,3.862,433.231,Élevée
30145,Lédenon,3.745,1619.108,Élevée
30146,Lédignan,3.783,1550.779,Élevée
30147,Lézan,3.659,1579.321,Élevée
30148,Liouc,4.47,323.192,Très élevée
30149,Lirac,1.602,915.705,Très faible
30150,Logrian-Florian,5.173,282.06,Très élevée
30151,Lussan,1.198,550.406,Très faible
30152,Les Mages,2.977,2166.146,Moyenne
30153,Malons-et-Elze,1.549,134.18,Très faible
30154,Mandagout,1.501,422.957,Très faible
30155,Manduel,3.577,7130.705,Élevée
30156,Marguerittes,3.394,8817.661,Élevée
30158,Martignargues,2.264,449.771,Faible
30159,Le Martinet,5.797,830.62,Très élevée
30160,Maruéjols-lès-Gardon,3.396,269.45,Élevée
30161,Massanes,3.022,214.573,Moyenne
30162,Massillargues-Attuech,2.34,705.98,Faible
30163,Mauressargues,2.597,168.611,Faible
30164,Méjannes-le-Clap,1.524,788.894,Très faible
30165,Méjannes-lès-Alès,2.741,1241.77,Moyenne
30166,Meynes,4.206,2586.828,Très élevée
30167,Meyrannes,4.342,863.123,Très élevée
30168,Mialet,2.735,707.677,Moyenne
30169,Milhaud,4.892,6085.545,Très élevée
30170,Molières-Cavaillac,3.579,1014.954,Élevée
30171,Molières-sur-Cèze,4.909,1364.811,Très élevée
30172,Monoblet,2.061,796.803,Faible
30173,Mons,2.391,1790.839,Faible
30174,Montaren-et-Saint-Médiers,4.275,1499.975,Très élevée
30175,Montclus,3.252,198.724,Élevée
30176,Montdardier,2.316,210.779,Faible
30177,Monteils,2.268,656.742,Faible
30178,Montfaucon,2.627,1516.663,Moyenne
30179,Montfrin,3.639,3280.936,Élevée
30180,Montignargues,2.91,561.201,Moyenne
30181,Montmirat,3.244,437.116,Élevée
30182,Montpezat,2.991,1357.568,Moyenne
30183,Moulézan,2.4,621.812,Faible
30184,Moussac,3.315,1599.65,Élevée
30185,Mus,5.147,1498.806,Très élevée
30186,Nages-et-Solorgues,3.711,2122.136,Élevée
30187,Navacelles,1.476,320.367,Très faible
30188,Ners,2.866,762.475,Moyenne
30189,Nîmes,4.144,148544.013,Très élevée
30191,Orsan,2.48,1219.326,Faible
30192,Orthoux-Sérignac-Quilhan,3.993,476.512,Très élevée
30193,Parignargues,3.276,759.402,Élevée
30194,Peyremale,3.262,319.037,Élevée
30195,Peyrolles,2.869,40.847,Moyenne
30196,Le Pin,2.206,456.968,Faible
30197,Les Plans,1.823,286.675,Très faible
30198,Les Plantiers,0.0,274.474,Très faible
30199,Pommiers,2.316,65.109,Faible
30200,Pompignan,2.695,970.031,Moyenne
30201,Ponteils-et-Brésis,1.549,445.626,Très faible
30202,Pont-Saint-Esprit,2.833,11289.88,Moyenne
30203,Portes,4.072,347.275,Très élevée
30204,Potelières,2.326,394.663,Faible
30205,Pougnadoresse,2.357,257.514,Faible
30206,Poulx,2.215,4264.724,Faible
30207,Pouzilhac,1.8,722.877,Très faible
30208,Puechredon,3.831,47.992,Élevée
30209,Pujaut,2.442,4037.226,Faible
30210,Quissac,5.093,3497.041,Très élevée
30211,Redessan,3.767,4115.726,Élevée
30212,Remoulins,4.571,2234.896,Très élevée
30213,Revens,0.0,29.3,Très faible
30214,Ribaute-les-Tavernes,2.407,2055.061,Faible
30215,Rivières,2.558,442.654,Faible
30216,Robiac-Rochessadoule,4.778,929.472,Très élevée
30217,Rochefort-du-Gard,2.84,7841.611,Moyenne
30218,Rochegude,2.778,263.174,Moyenne
30219,Rogues,0.0,113.169,Très faible
30220,Roquedur,4.993,270.13,Très élevée
30221,Roquemaure,2.455,5544.574,Faible
30222,La Roque-sur-Cèze,3.264,199.69,Élevée
30223,Rousson,2.906,4422.158,Moyenne
30224,La Rouvière,3.513,624.107,Élevée
30225,Sabran,0.955,1700.469,Très faible
30226,Saint-Alexandre,2.615,1269.289,Moyenne
30227,Saint-Ambroix,4.147,3762.507,Très élevée
30228,Sainte-Anastasie,3.207,1730.215,Élevée
30229,Saint-André-de-Majencoules,4.373,647.647,Très élevée
30230,Saint-André-de-Roquepertuis,3.904,638.834,Élevée
30231,Saint-André-de-Valborgne,0.0,390.997,Très faible
30232,Saint-André-d'Olérargues,3.759,449.191,Élevée
30233,Saint-Bauzély,3.095,628.476,Moyenne
30234,Saint-Bénézet,3.467,291.871,Élevée
30235,Saint-Bonnet-du-Gard,3.926,819.616,Très élevée
30236,Saint-Bonnet-de-Salendrinque,1.024,135.059,Très faible
30237,Saint-Brès,3.57,730.433,Élevée
30238,Saint-Bresson,2.106,69.778,Faible
30239,Sainte-Cécile-d'Andorge,2.518,585.806,Faible
30240,Saint-Césaire-de-Gauzignan,2.158,376.612,Faible
30241,Saint-Chaptes,3.908,2014.819,Élevée
30242,Saint-Christol-de-Rodières,1.723,187.217,Très faible
30243,Saint-Christol-lez-Alès,3.891,7547.57,Élevée
30244,Saint-Clément,2.949,342.028,Moyenne
30245,Saint-Côme-et-Maruéjols,3.515,781.224,Élevée
30246,Sainte-Croix-de-Caderle,0.956,115.833,Très faible
30247,Saint-Denis,3.04,295.155,Moyenne
30248,Saint-Dézéry,3.452,453.49,Élevée
30249,Saint-Dionisy,3.522,1052.037,Élevée
30250,Saint-Étienne-de-l'Olm,2.097,399.118,Faible
30251,Saint-Étienne-des-Sorts,1.193,537.152,Très faible
30252,Saint-Félix-de-Pallières,1.841,241.407,Très faible
30253,Saint-Florent-sur-Auzonnet,3.957,1267.668,Très élevée
30254,Saint-Geniès-de-Comolas,2.668,1959.142,Moyenne
30255,Saint-Geniès-de-Malgoirès,3.387,3059.899,Élevée
30256,Saint-Gervais,3.877,813.093,Élevée
30257,Saint-Gervasy,3.991,1933.772,Très élevée
30258,Saint-Gilles,2.383,14230.528,Faible
30259,Saint-Hilaire-de-Brethmas,3.771,4829.436,Élevée
30260,Saint-Hilaire-d'Ozilhan,2.784,1097.205,Moyenne
30261,Saint-Hippolyte-de-Caton,1.672,269.595,Très faible
30262,Saint-Hippolyte-de-Montaigu,3.328,264.335,Élevée
30263,Saint-Hippolyte-du-Fort,4.146,4024.82,Très élevée
30264,Saint-Jean-de-Ceyrargues,1.712,182.632,Très faible
30265,Saint-Jean-de-Crieulon,5.957,245.221,Très élevée
30266,Saint-Jean-de-Maruéjols-et-Avéjan,3.102,949.763,Moyenne
30267,Saint-Jean-de-Serres,3.572,533.846,Élevée
30268,Saint-Jean-de-Valériscle,3.383,632.875,Élevée
30269,Saint-Jean-du-Gard,3.239,2712.733,Élevée
30270,Saint-Jean-du-Pin,3.273,1566.25,Élevée
30271,Saint-Julien-de-Cassagnas,2.095,735.838,Faible
30272,Saint-Julien-de-la-Nef,6.735,150.473,Très élevée
30273,Saint-Julien-de-Peyrolas,1.364,1464.552,Très faible
30274,Saint-Julien-les-Rosiers,3.871,3509.784,Élevée
30275,Saint-Just-et-Vacquières,0.928,334.249,Très faible
30276,Saint-Laurent-d'Aigouze,4.973,3722.907,Très élevée
30277,Saint-Laurent-de-Carnols,4.412,531.151,Très élevée
30278,Saint-Laurent-des-Arbres,2.974,2876.905,Moyenne
30279,Saint-Laurent-la-Vernède,3.386,748.698,Élevée
30280,Saint-Laurent-le-Minier,3.857,385.431,Élevée
30281,Saint-Mamert-du-Gard,2.543,1617.636,Faible
30282,Saint-Marcel-de-Careiret,4.163,873.434,Très élevée
30283,Saint-Martial,0.0,210.747,Très faible
30284,Saint-Martin-de-Valgalgues,3.544,4836.18,Élevée
30285,Saint-Maurice-de-Cazevieille,2.232,750.919,Faible
30286,Saint-Maximin,5.027,821.692,Très élevée
30287,Saint-Michel-d'Euzet,4.314,726.399,Très élevée
30288,Saint-Nazaire,2.658,1282.571,Moyenne
30289,Saint-Nazaire-des-Gardies,4.795,92.023,Très élevée
30290,Saint-Paulet-de-Caisson,1.67,1924.689,Très faible
30291,Saint-Paul-la-Coste,0.054,339.695,Très faible
30292,Saint-Pons-la-Calm,2.117,493.817,Faible
30293,Saint-Privat-de-Champclos,1.984,384.998,Faible
30294,Saint-Privat-des-Vieux,3.023,5840.274,Moyenne
30295,Saint-Quentin-la-Poterie,3.202,3339.935,Élevée
30296,Saint-Roman-de-Codières,0.654,166.936,Très faible
30297,Saint-Sauveur-Camprieu,0.0,256.863,Très faible
30298,Saint-Sébastien-d'Aigrefeuille,2.209,548.249,Faible
30299,Saint-Siffret,3.527,1207.21,Élevée
30300,Saint-Théodorit,3.572,551.157,Élevée
30301,Saint-Victor-des-Oules,2.968,328.756,Moyenne
30302,Saint-Victor-la-Coste,1.504,2229.682,Très faible
30303,Saint-Victor-de-Malcap,2.85,889.293,Moyenne
30304,Salazac,3.045,204.698,Moyenne
30305,Salindres,2.524,3702.278,Faible
30306,Salinelles,2.339,557.786,Faible
30307,Les Salles-du-Gardon,3.218,2710.795,Élevée
30308,Sanilhac-Sagriès,3.621,884.903,Élevée
30309,Sardan,4.003,348.647,Très élevée
30310,Saumane,0.0,313.823,Très faible
30311,Sauve,5.573,2058.9,Très élevée
30312,Sauveterre,2.194,2015.457,Faible
30313,Sauzet,4.123,780.695,Très élevée
30314,Savignargues,4.505,242.005,Très élevée
30315,Saze,3.224,2100.349,Élevée
30316,Sénéchas,2.118,278.603,Faible
30317,Sernhac,3.957,1722.667,Très élevée
30318,Servas,2.385,214.606,Faible
30319,Serviers-et-Labaume,4.032,619.903,Très élevée
30320,Seynes,0.888,177.737,Très faible
30321,Sommières,2.964,5071.499,Moyenne
30322,Soudorgues,0.0,290.425,Très faible
30323,Soustelle,0.856,129.274,Très faible
30324,Souvignargues,3.405,911.699,Élevée
30325,Sumène,3.857,1424.911,Élevée
30326,Tavel,2.752,2026.82,Moyenne
30327,Tharaux,2.222,62.214,Faible
30328,Théziers,2.916,1066.925,Moyenne
30329,Thoiras,2.716,457.957,Moyenne
30330,Tornac,3.769,990.706,Élevée
30331,Tresques,2.718,1943.328,Moyenne
30332,Trèves,0.0,116.613,Très faible
30333,Uchaud,3.509,4714.805,Élevée
30334,Uzès,4.593,9410.899,Très élevée
30335,Vabres,1.326,143.953,Très faible
30336,Vallabrègues,2.241,1401.537,Faible
30337,Vallabrix,3.14,413.473,Moyenne
30338,Vallérargues,1.282,132.831,Très faible
30339,Val-d'Aigoual,3.861,1591.263,Élevée
30340,Valliguières,2.399,607.687,Faible
30341,Vauvert,3.63,12077.533,Élevée
30342,Vénéjan,1.882,1282.607,Très faible
30343,Verfeuil,3.866,638.828,Élevée
30344,Vergèze,4.382,5584.246,Très élevée
30345,La Vernarède,3.432,400.265,Élevée
30346,Vers-Pont-du-Gard,4.902,1815.267,Très élevée
30347,Vestric-et-Candiac,3.273,1314.308,Élevée
30348,Vézénobres,3.181,1856.848,Moyenne
30349,Vic-le-Fesq,3.252,545.348,Élevée
30350,Le Vigan,4.026,4051.001,Très élevée
30351,Villeneuve-lès-Avignon,4.07,13792.487,Très élevée
30352,Villevieille,2.714,1973.755,Moyenne
30353,Vissec,0.0,69.267,Très faible
30354,Montagnac,2.099,208.823,Faible
30355,Saint-Paul-les-Fonts,2.175,1068.921,Faible
30356,Rodilhan,3.679,2909.971,Élevée
31001,Agassac,2.765,120.552,Moyenne
31002,Aignes,3.075,250.351,Moyenne
31003,Aigrefeuille,3.649,1183.214,Élevée
31004,Ayguesvives,4.876,2622.123,Très élevée
31005,Alan,3.621,303.632,Élevée
31006,Albiac,1.93,221.96,Faible
31007,Ambax,2.917,66.63,Moyenne
31008,Anan,2.16,293.499,Faible
31009,Antichan-de-Frontignes,1.823,273.751,Très faible
31010,Antignac,6.402,94.414,Très élevée
31011,Arbas,0.925,309.227,Très faible
31012,Arbon,2.37,114.466,Faible
31013,Ardiège,3.213,374.747,Élevée
31014,Arguenos,0.765,103.455,Très faible
31015,Argut-Dessous,2.025,26.523,Faible
31017,Arlos,2.025,108.949,Faible
31018,Arnaud-Guilhem,3.258,244.279,Élevée
31019,Artigue,3.102,29.67,Moyenne
31020,Aspet,2.342,992.551,Faible
31021,Aspret-Sarrat,3.869,133.533,Élevée
31022,Aucamville,5.067,8934.344,Très élevée
31023,Aulon,3.042,352.154,Moyenne
31024,Auragne,4.364,442.462,Très élevée
31025,Aureville,4.483,942.96,Très élevée
31026,Auriac-sur-Vendinelle,2.264,1097.038,Faible
31027,Auribail,3.379,188.884,Élevée
31028,Aurignac,2.878,1277.159,Moyenne
31029,Aurin,2.548,333.534,Faible
31030,Ausseing,2.074,81.699,Faible
31031,Ausson,3.555,672.088,Élevée
31032,Aussonne,5.061,7067.734,Très élevée
31033,Auterive,4.157,10196.751,Très élevée
31034,Auzas,3.518,232.018,Élevée
31035,Auzeville-Tolosane,3.515,3964.01,Élevée
31036,Auzielle,4.251,1570.473,Très élevée
31037,Avignonet-Lauragais,5.363,1579.578,Très élevée
31038,Azas,3.753,634.279,Élevée
31039,Bachas,3.221,89.175,Élevée
31040,Bachos,3.779,35.458,Élevée
31041,Bagiry,2.092,115.07,Faible
31042,Bagnères-de-Luchon,6.193,2563.645,Très élevée
31043,Balesta,1.021,170.252,Très faible
31044,Balma,7.684,17327.836,Très élevée
31045,Barbazan,3.558,571.857,Élevée
31046,Baren,2.429,12.975,Faible
31047,Bax,2.525,101.805,Faible
31048,Baziège,4.191,3464.828,Très élevée
31049,Bazus,5.04,608.38,Très élevée
31050,Beauchalot,3.74,706.125,Élevée
31051,Beaufort,2.189,434.336,Faible
31052,Beaumont-sur-Lèze,4.8,1621.317,Très élevée
31053,Beaupuy,5.052,1321.12,Très élevée
31054,Beauteville,5.384,190.145,Très élevée
31055,Beauville,3.277,163.667,Élevée
31056,Beauzelle,4.026,7306.798,Très élevée
31057,Belberaud,4.871,1578.875,Très élevée
31058,Belbèze-de-Lauragais,4.62,125.833,Très élevée
31059,Belbèze-en-Comminges,2.453,130.061,Faible
31060,Bélesta-en-Lauragais,3.059,106.274,Moyenne
31061,Bellegarde-Sainte-Marie,3.076,199.498,Moyenne
31062,Bellesserre,1.34,101.828,Très faible
31063,Benque,1.731,184.528,Très faible
31064,Benque-Dessous-et-Dessus,5.311,33.228,Très élevée
31065,Bérat,3.589,2896.874,Élevée
31066,Bessières,2.591,4242.446,Faible
31067,Bezins-Garraux,2.126,48.509,Faible
31068,Billière,4.905,35.242,Très élevée
31069,Blagnac,4.21,25588.928,Très élevée
31070,Blajan,3.062,484.078,Moyenne
31071,Bois-de-la-Pierre,3.169,439.308,Moyenne
31072,Boissède,3.637,81.433,Élevée
31073,Bondigoux,2.455,754.066,Faible
31074,Bonrepos-Riquet,4.119,289.173,Très élevée
31075,Bonrepos-sur-Aussonnelle,2.599,1135.364,Moyenne
31076,Bordes-de-Rivière,3.155,480.579,Moyenne
31077,Le Born,2.375,598.427,Faible
31078,Boudrac,1.078,163.08,Très faible
31079,Bouloc,3.689,4516.989,Élevée
31080,Boulogne-sur-Gesse,3.601,1940.254,Élevée
31081,Bourg-d'Oueil,0.871,10.71,Très faible
31082,Bourg-Saint-Bernard,2.983,1080.817,Moyenne
31083,Boussan,2.494,255.829,Faible
31084,Boussens,5.367,1094.424,Très élevée
31085,Boutx,2.025,285.798,Faible
31086,Bouzin,3.278,85.591,Élevée
31087,Bragayrac,3.935,316.649,Très élevée
31088,Brax,3.117,2804.47,Moyenne
31089,Bretx,3.819,619.641,Élevée
31090,Brignemont,2.74,376.69,Moyenne
31091,Bruguières,5.228,5878.965,Très élevée
31092,Burgalays,3.104,135.952,Moyenne
31093,Le Burgaud,2.567,882.821,Faible
31094,Buzet-sur-Tarn,3.491,2671.935,Élevée
31095,Cabanac-Cazaux,3.428,132.964,Élevée
31096,Cabanac-Séguenville,2.052,182.39,Faible
31097,Le Cabanial,2.454,513.971,Faible
31098,Cadours,2.822,1154.155,Moyenne
31099,Caignac,3.975,386.528,Très élevée
31100,Calmont,4.062,2437.658,Très élevée
31101,Cambernard,3.239,480.674,Élevée
31102,Cambiac,2.87,231.282,Moyenne
31103,Canens,3.38,64.67,Élevée
31104,Capens,6.086,614.375,Très élevée
31105,Caragoudes,2.596,233.963,Faible
31106,Caraman,2.294,2474.845,Faible
31107,Carbonne,4.558,5832.418,Très élevée
31108,Cardeilhac,1.755,289.122,Très faible
31109,Cassagnabère-Tournas,3.004,503.547,Moyenne
31110,Cassagne,3.535,703.377,Élevée
31111,Castagnac,3.894,305.73,Élevée
31112,Castagnède,2.15,191.329,Faible
31113,Castanet-Tolosan,4.694,14527.382,Très élevée
31114,Castelbiague,1.934,245.614,Faible
31115,Castelgaillard,1.44,63.381,Très faible
31116,Castelginest,3.819,10684.85,Élevée
31117,Castelmaurou,4.042,4540.772,Très élevée
31118,Castelnau-d'Estrétefonds,3.916,6298.128,Très élevée
31119,Castelnau-Picampeau,1.067,225.196,Très faible
31120,Le Castéra,3.086,764.303,Moyenne
